image,true_class,predicted_class,confidence,second_prediction,third_prediction,full_path
still_BLF2534_BLF2534_0.jpg,Holstein_Friesian,Nili_Ravi,0.0546,Malnad_gidda (0.0543),Mehsana (0.0494),./data/test\Holstein_Friesian\still_BLF2534_BLF2534_0.jpg
still_BLF2534_BLF2534_1.jpg,Holstein_Friesian,Kasargod,0.0644,Banni (0.0632),Murrah (0.0618),./data/test\Holstein_Friesian\still_BLF2534_BLF2534_1.jpg
still_BLF2536_BLF2536_2.jpg,Holstein_Friesian,Murrah,0.0872,Banni (0.0628),Surti (0.0553),./data/test\Holstein_Friesian\still_BLF2536_BLF2536_2.jpg
still_BLF2536_BLF2536_3.jpg,Holstein_Friesian,Murrah,0.0881,Banni (0.0817),Nili_Ravi (0.0671),./data/test\Holstein_Friesian\still_BLF2536_BLF2536_3.jpg
still_BLF2542_BLF2542_1.jpg,Holstein_Friesian,Murrah,0.0819,Kasargod (0.0747),Banni (0.0692),./data/test\Holstein_Friesian\still_BLF2542_BLF2542_1.jpg
still_BLF2542_BLF2542_2.jpg,Holstein_Friesian,Murrah,0.082,Banni (0.0606),Nili_Ravi (0.0574),./data/test\Holstein_Friesian\still_BLF2542_BLF2542_2.jpg
still_BLF2546_BLF2546_1.jpg,Holstein_Friesian,Dangi,0.1443,Deoni (0.0534),Holstein_Friesian (0.0509),./data/test\Holstein_Friesian\still_BLF2546_BLF2546_1.jpg
still_BLF2546_BLF2546_3.jpg,Holstein_Friesian,Dangi,0.2804,Deoni (0.0541),Rathi (0.0530),./data/test\Holstein_Friesian\still_BLF2546_BLF2546_3.jpg
still_BLF2607_BLF2607_0.jpg,Holstein_Friesian,Nili_Ravi,0.0643,Murrah (0.0610),Malnad_gidda (0.0578),./data/test\Holstein_Friesian\still_BLF2607_BLF2607_0.jpg
still_BLF2607_BLF2607_2.jpg,Holstein_Friesian,Murrah,0.0574,Holstein_Friesian (0.0506),Kasargod (0.0503),./data/test\Holstein_Friesian\still_BLF2607_BLF2607_2.jpg
still_BLF2664_BLF2664_0.jpg,Holstein_Friesian,Nili_Ravi,0.0701,Murrah (0.0661),Banni (0.0615),./data/test\Holstein_Friesian\still_BLF2664_BLF2664_0.jpg
still_BLF2664_BLF2664_3.jpg,Holstein_Friesian,Murrah,0.0861,Nili_Ravi (0.0783),Banni (0.0681),./data/test\Holstein_Friesian\still_BLF2664_BLF2664_3.jpg
still_BLF2676_BLF2676_1.jpg,Holstein_Friesian,Kenkatha,0.0503,Kankrej (0.0430),Vechur (0.0403),./data/test\Holstein_Friesian\still_BLF2676_BLF2676_1.jpg
yt_BLF2069_BLF2069_16.jpg,Holstein_Friesian,Murrah,0.0704,Banni (0.0657),Holstein_Friesian (0.0637),./data/test\Holstein_Friesian\yt_BLF2069_BLF2069_16.jpg
yt_BLF2149_BLF2149_4.jpg,Holstein_Friesian,Murrah,0.0724,Holstein_Friesian (0.0555),Kasargod (0.0513),./data/test\Holstein_Friesian\yt_BLF2149_BLF2149_4.jpg
yt_BLF2171_BLF2171_12.jpg,Holstein_Friesian,Murrah,0.0865,Nili_Ravi (0.0761),Banni (0.0707),./data/test\Holstein_Friesian\yt_BLF2171_BLF2171_12.jpg
yt_BLF2514_BLF2514_16.jpg,Holstein_Friesian,Red_Sindhi,0.0664,Sahiwal (0.0647),Gir (0.0494),./data/test\Holstein_Friesian\yt_BLF2514_BLF2514_16.jpg
yt_BLF2514_BLF2514_4.jpg,Holstein_Friesian,Sahiwal,0.0888,Red_Sindhi (0.0628),Gir (0.0562),./data/test\Holstein_Friesian\yt_BLF2514_BLF2514_4.jpg
yt_BLF2515_BLF2515_28.jpg,Holstein_Friesian,Murrah,0.1077,Nili_Ravi (0.0842),Mehsana (0.0685),./data/test\Holstein_Friesian\yt_BLF2515_BLF2515_28.jpg
yt_BLF2516_BLF2516_9.jpg,Holstein_Friesian,Sahiwal,0.0803,Red_Sindhi (0.0533),Vechur (0.0470),./data/test\Holstein_Friesian\yt_BLF2516_BLF2516_9.jpg
yt_BLF2519_BLF2519_9.jpg,Holstein_Friesian,Sahiwal,0.1188,Red_Sindhi (0.0694),Vechur (0.0591),./data/test\Holstein_Friesian\yt_BLF2519_BLF2519_9.jpg
yt_BLF2520_BLF2520_16.jpg,Holstein_Friesian,Ayrshire,0.0853,Bargur (0.0791),Sahiwal (0.0651),./data/test\Holstein_Friesian\yt_BLF2520_BLF2520_16.jpg
yt_BLF2520_BLF2520_2.jpg,Holstein_Friesian,Sahiwal,0.1311,Red_Sindhi (0.0939),Gir (0.0740),./data/test\Holstein_Friesian\yt_BLF2520_BLF2520_2.jpg
yt_BLF2534_BLF2534_16.jpg,Holstein_Friesian,Murrah,0.0573,Holstein_Friesian (0.0563),Banni (0.0523),./data/test\Holstein_Friesian\yt_BLF2534_BLF2534_16.jpg
yt_BLF2542_BLF2542_28.jpg,Holstein_Friesian,Murrah,0.1095,Nili_Ravi (0.0953),Mehsana (0.0758),./data/test\Holstein_Friesian\yt_BLF2542_BLF2542_28.jpg
yt_BLF2544_BLF2544_12.jpg,Holstein_Friesian,Murrah,0.0721,Holstein_Friesian (0.0624),Nili_Ravi (0.0563),./data/test\Holstein_Friesian\yt_BLF2544_BLF2544_12.jpg
yt_BLF2546_BLF2546_16.jpg,Holstein_Friesian,Dangi,0.1677,Deoni (0.0454),Nimari (0.0416),./data/test\Holstein_Friesian\yt_BLF2546_BLF2546_16.jpg
yt_BLF2549_BLF2549_0.jpg,Holstein_Friesian,Murrah,0.0868,Holstein_Friesian (0.0765),Banni (0.0627),./data/test\Holstein_Friesian\yt_BLF2549_BLF2549_0.jpg
yt_BLF2549_BLF2549_2.jpg,Holstein_Friesian,Murrah,0.0824,Holstein_Friesian (0.0736),Banni (0.0701),./data/test\Holstein_Friesian\yt_BLF2549_BLF2549_2.jpg
yt_BLF2549_BLF2549_24.jpg,Holstein_Friesian,Murrah,0.0609,Mehsana (0.0568),Holstein_Friesian (0.0529),./data/test\Holstein_Friesian\yt_BLF2549_BLF2549_24.jpg
yt_BLF2549_BLF2549_4.jpg,Holstein_Friesian,Murrah,0.0998,Banni (0.0676),Holstein_Friesian (0.0627),./data/test\Holstein_Friesian\yt_BLF2549_BLF2549_4.jpg
Jaffrabadi_12.png,Jaffrabadi,Bargur,0.0868,Mehsana (0.0649),Surti (0.0560),./data/test\Jaffrabadi\Jaffrabadi_12.png
Jaffrabadi_23.png,Jaffrabadi,Bhadawari,0.0825,Malnad_gidda (0.0736),Surti (0.0645),./data/test\Jaffrabadi\Jaffrabadi_23.png
Jaffrabadi_25.png,Jaffrabadi,Bhadawari,0.0799,Toda (0.0750),Alambadi (0.0708),./data/test\Jaffrabadi\Jaffrabadi_25.png
Jaffrabadi_30.jpg,Jaffrabadi,Mehsana,0.134,Jaffrabadi (0.1266),Nili_Ravi (0.1077),./data/test\Jaffrabadi\Jaffrabadi_30.jpg
Jaffrabadi_44.jpg,Jaffrabadi,Murrah,0.2056,Nili_Ravi (0.1194),Banni (0.1057),./data/test\Jaffrabadi\Jaffrabadi_44.jpg
Jaffrabadi_47.jpg,Jaffrabadi,Toda,0.1658,Mehsana (0.0847),Banni (0.0782),./data/test\Jaffrabadi\Jaffrabadi_47.jpg
Jaffrabadi_48.png,Jaffrabadi,Banni,0.1653,Mehsana (0.1441),Murrah (0.1227),./data/test\Jaffrabadi\Jaffrabadi_48.png
Jaffrabadi_59.jpg,Jaffrabadi,Murrah,0.2877,Banni (0.1445),Nili_Ravi (0.1085),./data/test\Jaffrabadi\Jaffrabadi_59.jpg
Jaffrabadi_61.jpeg,Jaffrabadi,Murrah,0.2313,Banni (0.1150),Nili_Ravi (0.1054),./data/test\Jaffrabadi\Jaffrabadi_61.jpeg
Jaffrabadi_63.png,Jaffrabadi,Murrah,0.1574,Banni (0.1416),Nili_Ravi (0.1236),./data/test\Jaffrabadi\Jaffrabadi_63.png
Jaffrabadi_78.png,Jaffrabadi,Murrah,0.0899,Jaffrabadi (0.0876),Mehsana (0.0746),./data/test\Jaffrabadi\Jaffrabadi_78.png
Jaffrabadi_88.jpg,Jaffrabadi,Murrah,0.1302,Jaffrabadi (0.1291),Nili_Ravi (0.0922),./data/test\Jaffrabadi\Jaffrabadi_88.jpg
Jaffrabadi_89.png,Jaffrabadi,Mehsana,0.1575,Murrah (0.1502),Nili_Ravi (0.0885),./data/test\Jaffrabadi\Jaffrabadi_89.png
Jersey_136.jpg,Jersey,Ayrshire,0.123,Brown_Swiss (0.1155),Guernsey (0.1024),./data/test\Jersey\Jersey_136.jpg
Jersey_144.jpg,Jersey,Brown_Swiss,0.143,Krishna_Valley (0.1286),Jersey (0.0647),./data/test\Jersey\Jersey_144.jpg
Jersey_168.jpg,Jersey,Vechur,0.1131,Sahiwal (0.1105),Red_Dane (0.0904),./data/test\Jersey\Jersey_168.jpg
Jersey_177.jpg,Jersey,Guernsey,0.3177,Jersey (0.1623),Ayrshire (0.1607),./data/test\Jersey\Jersey_177.jpg
Jersey_19.jpg,Jersey,Bhadawari,0.0675,Jersey (0.0631),Toda (0.0499),./data/test\Jersey\Jersey_19.jpg
Jersey_34.jpg,Jersey,Krishna_Valley,0.1199,Brown_Swiss (0.1043),Toda (0.0579),./data/test\Jersey\Jersey_34.jpg
Jersey_56.jpg,Jersey,Holstein_Friesian,0.4097,Ayrshire (0.0637),Red_Dane (0.0431),./data/test\Jersey\Jersey_56.jpg
Kangayam_2.jpg,Kangayam,Kankrej,0.1604,Kangayam (0.1396),Hallikar (0.1045),./data/test\Kangayam\Kangayam_2.jpg
Kangayam_3.jpg,Kangayam,Nili_Ravi,0.1043,Banni (0.0747),Mehsana (0.0730),./data/test\Kangayam\Kangayam_3.jpg
Kangayam_30.jpg,Kangayam,Kankrej,0.1176,Amritmahal (0.0888),Pulikulam (0.0859),./data/test\Kangayam\Kangayam_30.jpg
Kangayam_39.jpg,Kangayam,Pulikulam,0.0924,Kankrej (0.0695),Kangayam (0.0660),./data/test\Kangayam\Kangayam_39.jpg
Kangayam_44.jpg,Kangayam,Pulikulam,0.3295,Kankrej (0.1423),Kangayam (0.0958),./data/test\Kangayam\Kangayam_44.jpg
Kangayam_49.jpg,Kangayam,Hariana,0.0372,Kangayam (0.0355),Khillari (0.0339),./data/test\Kangayam\Kangayam_49.jpg
Kangayam_59.jpg,Kangayam,Khillari,0.1109,Kangayam (0.1075),Kankrej (0.0980),./data/test\Kangayam\Kangayam_59.jpg
Kangayam_62.jpg,Kangayam,Sahiwal,0.0646,Nimari (0.0642),Red_Sindhi (0.0610),./data/test\Kangayam\Kangayam_62.jpg
Kangayam_74.jpg,Kangayam,Hallikar,0.2427,Kangayam (0.2422),Kankrej (0.0685),./data/test\Kangayam\Kangayam_74.jpg
Kangayam_80.jpg,Kangayam,Pulikulam,0.1276,Kangayam (0.1179),Kankrej (0.1000),./data/test\Kangayam\Kangayam_80.jpg
Kangayam_86.png,Kangayam,Ongole,0.0619,Krishna_Valley (0.0521),Hariana (0.0490),./data/test\Kangayam\Kangayam_86.png
Kangayam_9.jpg,Kangayam,Bhadawari,0.0815,Toda (0.0555),Malnad_gidda (0.0553),./data/test\Kangayam\Kangayam_9.jpg
Kankrej_103.jpg,Kankrej,Ongole,0.0717,Kankrej (0.0530),Khillari (0.0516),./data/test\Kankrej\Kankrej_103.jpg
Kankrej_109.jpg,Kankrej,Tharparkar,0.1656,Ongole (0.1503),Khillari (0.1268),./data/test\Kankrej\Kankrej_109.jpg
Kankrej_113.jpg,Kankrej,Dangi,0.053,Rathi (0.0473),Ayrshire (0.0427),./data/test\Kankrej\Kankrej_113.jpg
Kankrej_12.jpg,Kankrej,Toda,0.1468,Bhadawari (0.0676),Nili_Ravi (0.0674),./data/test\Kankrej\Kankrej_12.jpg
Kankrej_149.jpg,Kankrej,Kangayam,0.2368,Pulikulam (0.1059),Kankrej (0.0815),./data/test\Kankrej\Kankrej_149.jpg
Kankrej_179.jpg,Kankrej,Ongole,0.1418,Hariana (0.0863),Hallikar (0.0736),./data/test\Kankrej\Kankrej_179.jpg
Kankrej_33.png,Kankrej,Pulikulam,0.0676,Umblachery (0.0552),Mehsana (0.0519),./data/test\Kankrej\Kankrej_33.png
Kankrej_35.png,Kankrej,Sahiwal,0.0498,Banni (0.0492),Nimari (0.0478),./data/test\Kankrej\Kankrej_35.png
Kankrej_40.png,Kankrej,Kangayam,0.0672,Kankrej (0.0484),Red_Sindhi (0.0483),./data/test\Kankrej\Kankrej_40.png
Kankrej_42.png,Kankrej,Pulikulam,0.0714,Banni (0.0582),Nili_Ravi (0.0556),./data/test\Kankrej\Kankrej_42.png
Kankrej_44.png,Kankrej,Banni,0.0625,Murrah (0.0590),Nili_Ravi (0.0533),./data/test\Kankrej\Kankrej_44.png
Kankrej_50.png,Kankrej,Banni,0.0606,Murrah (0.0507),Kangayam (0.0432),./data/test\Kankrej\Kankrej_50.png
Kankrej_55.png,Kankrej,Kangayam,0.0821,Hallikar (0.0648),Pulikulam (0.0514),./data/test\Kankrej\Kankrej_55.png
Kankrej_62.png,Kankrej,Kangayam,0.1139,Kankrej (0.1098),Pulikulam (0.0531),./data/test\Kankrej\Kankrej_62.png
Kankrej_67.png,Kankrej,Krishna_Valley,0.0692,Hallikar (0.0437),Jersey (0.0424),./data/test\Kankrej\Kankrej_67.png
Kankrej_68.jpg,Kankrej,Banni,0.1114,Nili_Ravi (0.0657),Mehsana (0.0654),./data/test\Kankrej\Kankrej_68.jpg
Kankrej_71.png,Kankrej,Krishna_Valley,0.1032,Khillari (0.0619),Hallikar (0.0537),./data/test\Kankrej\Kankrej_71.png
Kankrej_72.png,Kankrej,Hariana,0.0628,Tharparkar (0.0622),Khillari (0.0552),./data/test\Kankrej\Kankrej_72.png
Kankrej_92.jpg,Kankrej,Pulikulam,0.1197,Kankrej (0.1147),Hallikar (0.0908),./data/test\Kankrej\Kankrej_92.jpg
00000122.jpg,Kasargod,Bhadawari,0.1985,Banni (0.0876),Toda (0.0854),./data/test\Kasargod\00000122.jpg
00000175.jpg,Kasargod,Bhadawari,0.1122,Toda (0.0859),Murrah (0.0627),./data/test\Kasargod\00000175.jpg
00000193.jpg,Kasargod,Malnad_gidda,0.1344,Kasargod (0.0658),Vechur (0.0640),./data/test\Kasargod\00000193.jpg
00000240.jpg,Kasargod,Kangayam,0.0409,Kankrej (0.0353),Deoni (0.0350),./data/test\Kasargod\00000240.jpg
00000256.jpg,Kasargod,Pulikulam,0.088,Kankrej (0.0857),Malnad_gidda (0.0802),./data/test\Kasargod\00000256.jpg
00000321.JPG,Kasargod,Vechur,0.2187,Sahiwal (0.1344),Gir (0.1219),./data/test\Kasargod\00000321.JPG
00000330.jpg,Kasargod,Bhadawari,0.0866,Red_Dane (0.0530),Malnad_gidda (0.0459),./data/test\Kasargod\00000330.jpg
00000376.jpg,Kasargod,Bhadawari,0.1078,Mehsana (0.0695),Toda (0.0691),./data/test\Kasargod\00000376.jpg
00000378.jpg,Kasargod,Alambadi,0.0659,Pulikulam (0.0643),Malnad_gidda (0.0612),./data/test\Kasargod\00000378.jpg
00000386.jpg,Kasargod,Malnad_gidda,0.162,Vechur (0.0926),Kangayam (0.0579),./data/test\Kasargod\00000386.jpg
00000388.jpg,Kasargod,Vechur,0.1298,Gir (0.1143),Sahiwal (0.0638),./data/test\Kasargod\00000388.jpg
00000398.jpg,Kasargod,Murrah,0.0971,Banni (0.0911),Nili_Ravi (0.0739),./data/test\Kasargod\00000398.jpg
Screenshot (991).png,Kasargod,Vechur,0.1363,Malnad_gidda (0.0969),Banni (0.0709),./data/test\Kasargod\Screenshot (991).png
Screenshot (996).png,Kasargod,Malnad_gidda,0.08,Banni (0.0748),Kasargod (0.0570),./data/test\Kasargod\Screenshot (996).png
00000001.jpg,Kenkatha,Malnad_gidda,0.0741,Kankrej (0.0665),Pulikulam (0.0661),./data/test\Kenkatha\00000001.jpg
00000137.png,Kenkatha,Pulikulam,0.0617,Kankrej (0.0494),Banni (0.0464),./data/test\Kenkatha\00000137.png
00000143.JPG,Kenkatha,Tharparkar,0.0767,Ongole (0.0719),Hariana (0.0704),./data/test\Kenkatha\00000143.JPG
00000257.jpg,Kenkatha,Bhadawari,0.0695,Surti (0.0602),Nili_Ravi (0.0539),./data/test\Kenkatha\00000257.jpg
00000263.JPG,Kenkatha,Tharparkar,0.1063,Nagori (0.0824),Ongole (0.0813),./data/test\Kenkatha\00000263.JPG
00000271.jpg,Kenkatha,Umblachery,0.1597,Kangayam (0.0989),Pulikulam (0.0900),./data/test\Kenkatha\00000271.jpg
00000281.jpg,Kenkatha,Kankrej,0.0999,Kangayam (0.0749),Hallikar (0.0528),./data/test\Kenkatha\00000281.jpg
00000283.jpg,Kenkatha,Hallikar,0.0779,Krishna_Valley (0.0767),Tharparkar (0.0616),./data/test\Kenkatha\00000283.jpg
00000287.jpg,Kenkatha,Toda,0.2147,Brown_Swiss (0.1056),Bhadawari (0.0988),./data/test\Kenkatha\00000287.jpg
00000070.png,Kherigarh,Pulikulam,0.106,Malnad_gidda (0.1058),Umblachery (0.0685),./data/test\Kherigarh\00000070.png
00000079.jpg,Kherigarh,Ongole,0.1255,Khillari (0.0970),Hallikar (0.0898),./data/test\Kherigarh\00000079.jpg
00000096.jpg,Kherigarh,Hariana,0.1437,Tharparkar (0.1239),Ongole (0.1229),./data/test\Kherigarh\00000096.jpg
Screenshot (132).png,Kherigarh,Mehsana,0.0594,Amritmahal (0.0578),Kankrej (0.0566),./data/test\Kherigarh\Screenshot (132).png
Screenshot (133).png,Kherigarh,Umblachery,0.0888,Mehsana (0.0878),Surti (0.0799),./data/test\Kherigarh\Screenshot (133).png
Khillari_104.jpg,Khillari,Tharparkar,0.1835,Khillari (0.1227),Hariana (0.0999),./data/test\Khillari\Khillari_104.jpg
Khillari_107.png,Khillari,Tharparkar,0.137,Ongole (0.1125),Khillari (0.0991),./data/test\Khillari\Khillari_107.png
Khillari_11.jpg,Khillari,Hariana,0.1961,Ongole (0.1156),Tharparkar (0.0918),./data/test\Khillari\Khillari_11.jpg
Khillari_2.JPG,Khillari,Hallikar,0.0868,Ongole (0.0863),Khillari (0.0804),./data/test\Khillari\Khillari_2.JPG
Khillari_24.jpg,Khillari,Ongole,0.2211,Tharparkar (0.1609),Khillari (0.1007),./data/test\Khillari\Khillari_24.jpg
Khillari_31.jpg,Khillari,Kangayam,0.0846,Deoni (0.0767),Khillari (0.0693),./data/test\Khillari\Khillari_31.jpg
Khillari_4.png,Khillari,Ongole,0.2028,Tharparkar (0.1404),Khillari (0.1350),./data/test\Khillari\Khillari_4.png
Khillari_44.jpg,Khillari,Tharparkar,0.189,Khillari (0.1033),Hariana (0.1027),./data/test\Khillari\Khillari_44.jpg
Khillari_65.jpg,Khillari,Brown_Swiss,0.121,Krishna_Valley (0.1002),Khillari (0.0851),./data/test\Khillari\Khillari_65.jpg
Khillari_66.jpg,Khillari,Hallikar,0.1199,Ongole (0.0839),Khillari (0.0823),./data/test\Khillari\Khillari_66.jpg
Khillari_69.jpg,Khillari,Kankrej,0.1127,Hallikar (0.0544),Hariana (0.0511),./data/test\Khillari\Khillari_69.jpg
Khillari_86.png,Khillari,Ongole,0.1015,Hallikar (0.0803),Khillari (0.0780),./data/test\Khillari\Khillari_86.png
Khillari_87.png,Khillari,Ongole,0.0913,Hariana (0.0859),Tharparkar (0.0714),./data/test\Khillari\Khillari_87.png
Khillari_94.png,Khillari,Ongole,0.0628,Kherigarh (0.0604),Jaffrabadi (0.0561),./data/test\Khillari\Khillari_94.png
Krishna_Valley_13.jpg,Krishna_Valley,Bhadawari,0.1319,Toda (0.0995),Brown_Swiss (0.0591),./data/test\Krishna_Valley\Krishna_Valley_13.jpg
Krishna_Valley_132.jpg,Krishna_Valley,Brown_Swiss,0.2036,Krishna_Valley (0.0965),Toda (0.0506),./data/test\Krishna_Valley\Krishna_Valley_132.jpg
Krishna_Valley_135.jpg,Krishna_Valley,Red_Dane,0.1234,Gir (0.0985),Guernsey (0.0959),./data/test\Krishna_Valley\Krishna_Valley_135.jpg
Krishna_Valley_32.jpg,Krishna_Valley,Brown_Swiss,0.1549,Jersey (0.0975),Toda (0.0808),./data/test\Krishna_Valley\Krishna_Valley_32.jpg
Krishna_Valley_45.jpg,Krishna_Valley,Jersey,0.1695,Gir (0.1189),Red_Dane (0.0802),./data/test\Krishna_Valley\Krishna_Valley_45.jpg
Krishna_Valley_5.jpg,Krishna_Valley,Guernsey,0.0911,Jersey (0.0813),Red_Dane (0.0697),./data/test\Krishna_Valley\Krishna_Valley_5.jpg
Krishna_Valley_50.jpg,Krishna_Valley,Brown_Swiss,0.107,Krishna_Valley (0.0984),Guernsey (0.0659),./data/test\Krishna_Valley\Krishna_Valley_50.jpg
Krishna_Valley_52.jpg,Krishna_Valley,Tharparkar,0.102,Krishna_Valley (0.0891),Hariana (0.0847),./data/test\Krishna_Valley\Krishna_Valley_52.jpg
Krishna_Valley_53.jpg,Krishna_Valley,Holstein_Friesian,0.1988,Ayrshire (0.0819),Toda (0.0642),./data/test\Krishna_Valley\Krishna_Valley_53.jpg
Krishna_Valley_56.jpg,Krishna_Valley,Jersey,0.1539,Gir (0.1262),Brown_Swiss (0.0943),./data/test\Krishna_Valley\Krishna_Valley_56.jpg
Krishna_Valley_67.jpg,Krishna_Valley,Ongole,0.0952,Krishna_Valley (0.0841),Deoni (0.0696),./data/test\Krishna_Valley\Krishna_Valley_67.jpg
Krishna_Valley_76.jpg,Krishna_Valley,Tharparkar,0.121,Hariana (0.0921),Krishna_Valley (0.0875),./data/test\Krishna_Valley\Krishna_Valley_76.jpg
Krishna_Valley_78.jpg,Krishna_Valley,Jersey,0.1999,Gir (0.1269),Brown_Swiss (0.1073),./data/test\Krishna_Valley\Krishna_Valley_78.jpg
Krishna_Valley_87.jpg,Krishna_Valley,Tharparkar,0.1186,Krishna_Valley (0.1076),Ongole (0.0832),./data/test\Krishna_Valley\Krishna_Valley_87.jpg
Krishna_Valley_88.jpg,Krishna_Valley,Tharparkar,0.1174,Hariana (0.1000),Krishna_Valley (0.0845),./data/test\Krishna_Valley\Krishna_Valley_88.jpg
Krishna_Valley_90.jpg,Krishna_Valley,Jersey,0.1121,Guernsey (0.0842),Red_Dane (0.0722),./data/test\Krishna_Valley\Krishna_Valley_90.jpg
00000056.jpg,Malnad_gidda,Vechur,0.2279,Sahiwal (0.1256),Gir (0.1236),./data/test\Malnad_gidda\00000056.jpg
00000068.JPG,Malnad_gidda,Vechur,0.1094,Gir (0.0978),Bargur (0.0826),./data/test\Malnad_gidda\00000068.JPG
00000069.jpg,Malnad_gidda,Vechur,0.1738,Sahiwal (0.1520),Gir (0.0787),./data/test\Malnad_gidda\00000069.jpg
00000071.jpg,Malnad_gidda,Vechur,0.177,Gir (0.1085),Nimari (0.0673),./data/test\Malnad_gidda\00000071.jpg
00000100.jpg,Malnad_gidda,Gir,0.1432,Vechur (0.0928),Bargur (0.0872),./data/test\Malnad_gidda\00000100.jpg
00000105.jpg,Malnad_gidda,Vechur,0.1163,Red_Dane (0.1160),Jersey (0.1065),./data/test\Malnad_gidda\00000105.jpg
Screenshot (1113).png,Malnad_gidda,Banni,0.1083,Kasargod (0.1056),Malnad_gidda (0.1043),./data/test\Malnad_gidda\Screenshot (1113).png
Screenshot (1116).png,Malnad_gidda,Vechur,0.1412,Gir (0.0690),Malnad_gidda (0.0561),./data/test\Malnad_gidda\Screenshot (1116).png
Screenshot (1128).png,Malnad_gidda,Jersey,0.1096,Brown_Swiss (0.0817),Vechur (0.0804),./data/test\Malnad_gidda\Screenshot (1128).png
Screenshot (1132).png,Malnad_gidda,Vechur,0.1558,Bargur (0.1012),Nimari (0.0768),./data/test\Malnad_gidda\Screenshot (1132).png
Screenshot (1133).png,Malnad_gidda,Banni,0.0947,Malnad_gidda (0.0891),Jaffrabadi (0.0750),./data/test\Malnad_gidda\Screenshot (1133).png
Screenshot (1142).png,Malnad_gidda,Banni,0.0939,Mehsana (0.0899),Holstein_Friesian (0.0786),./data/test\Malnad_gidda\Screenshot (1142).png
Screenshot (1148).png,Malnad_gidda,Murrah,0.0952,Banni (0.0927),Nili_Ravi (0.0809),./data/test\Malnad_gidda\Screenshot (1148).png
Screenshot (1156).png,Malnad_gidda,Vechur,0.0947,Bargur (0.0901),Gir (0.0688),./data/test\Malnad_gidda\Screenshot (1156).png
Screenshot (1164).png,Malnad_gidda,Holstein_Friesian,0.084,Malnad_gidda (0.0713),Kasargod (0.0526),./data/test\Malnad_gidda\Screenshot (1164).png
Mehsana_13.png,Mehsana,Murrah,0.2532,Mehsana (0.1322),Nili_Ravi (0.1281),./data/test\Mehsana\Mehsana_13.png
Mehsana_19.jpg,Mehsana,Banni,0.1723,Jaffrabadi (0.1109),Murrah (0.0751),./data/test\Mehsana\Mehsana_19.jpg
Mehsana_35.jpg,Mehsana,Bhadawari,0.139,Murrah (0.0848),Toda (0.0842),./data/test\Mehsana\Mehsana_35.jpg
Mehsana_43.png,Mehsana,Toda,0.1732,Jaffrabadi (0.1045),Mehsana (0.0997),./data/test\Mehsana\Mehsana_43.png
Mehsana_58.jpg,Mehsana,Murrah,0.1982,Banni (0.1282),Nili_Ravi (0.1060),./data/test\Mehsana\Mehsana_58.jpg
Mehsana_60.png,Mehsana,Surti,0.1154,Murrah (0.0930),Nili_Ravi (0.0832),./data/test\Mehsana\Mehsana_60.png
Mehsana_66.jpg,Mehsana,Bhadawari,0.134,Banni (0.0959),Murrah (0.0938),./data/test\Mehsana\Mehsana_66.jpg
Mehsana_75.jpg,Mehsana,Murrah,0.4035,Banni (0.0919),Nili_Ravi (0.0871),./data/test\Mehsana\Mehsana_75.jpg
Mehsana_86.jpg,Mehsana,Murrah,0.2333,Banni (0.0923),Jaffrabadi (0.0816),./data/test\Mehsana\Mehsana_86.jpg
Mehsana_93.jpg,Mehsana,Murrah,0.245,Mehsana (0.1507),Jaffrabadi (0.1095),./data/test\Mehsana\Mehsana_93.jpg
Murrah_1.JPG,Murrah,Jaffrabadi,0.1328,Banni (0.1046),Nili_Ravi (0.0873),./data/test\Murrah\Murrah_1.JPG
Murrah_132.png,Murrah,Toda,0.1205,Bhadawari (0.0995),Banni (0.0656),./data/test\Murrah\Murrah_132.png
Murrah_151.jpg,Murrah,Mehsana,0.1069,Jaffrabadi (0.1006),Murrah (0.0922),./data/test\Murrah\Murrah_151.jpg
Murrah_179.jpg,Murrah,Nili_Ravi,0.0917,Mehsana (0.0915),Murrah (0.0893),./data/test\Murrah\Murrah_179.jpg
Murrah_181.jpg,Murrah,Toda,0.1252,Murrah (0.1009),Bhadawari (0.0990),./data/test\Murrah\Murrah_181.jpg
Murrah_22.jpg,Murrah,Toda,0.1312,Jaffrabadi (0.0771),Banni (0.0683),./data/test\Murrah\Murrah_22.jpg
Murrah_25.jpg,Murrah,Pulikulam,0.0642,Jaffrabadi (0.0636),Umblachery (0.0531),./data/test\Murrah\Murrah_25.jpg
Murrah_4.jpg,Murrah,Bhadawari,0.1023,Murrah (0.0997),Umblachery (0.0720),./data/test\Murrah\Murrah_4.jpg
Murrah_47.jpeg,Murrah,Banni,0.1665,Murrah (0.1018),Nili_Ravi (0.0818),./data/test\Murrah\Murrah_47.jpeg
Murrah_53.jpg,Murrah,Nili_Ravi,0.1395,Mehsana (0.1297),Jaffrabadi (0.1208),./data/test\Murrah\Murrah_53.jpg
Murrah_69.jpg,Murrah,Pulikulam,0.0941,Jaffrabadi (0.0728),Banni (0.0683),./data/test\Murrah\Murrah_69.jpg
00000003.jpg,Nagori,Hallikar,0.1151,Kankrej (0.1065),Nagori (0.0635),./data/test\Nagori\00000003.jpg
